YEAR	CODE	CHANGE	TENTURE	ROE	MEDIA	S0	AGE	INDUSTRY	ASSET	ROA	RETURN	DEBTRATIO	S1	S12	BOARDSIZE	CEOSTOCK	CONTROL
2004	90	0	2	3.7549	0	7.870221063	48	E	2712869604	2.1814	-0.378450243	57.1556	50.69	46.18	17	0	1
2005	90	0	3	5.7437	1	7.87020548	49	E	3079898146	3.2869	0.676962999	60.164	50.69	46.18	12	0	1
1999	90	0	0	15.4942	0	7.870510196	48	E	2514221262	7.8394	-0.028498267	62.9548	50.69	46.18	9	0.000144772	1
2000	90	0	1	10.2862	0	7.871265533	49	E	3007678478	4.4161	0.132727883	66.9283	50.69	46.18	10	0.000144772	1
2001	90	1	2	9.3237	1	7.870207313	50	E	3111497183	4.0362	-0.21694803	66.5752	50.69	46.18	9	0.000144772	1
2001	150	1	1.4	0.2695	0	7.209252013	46	J	698137726.5	0.0691	-0.665739062	1.7576	31.17	14.5	8	0	1
2002	150	0	0	-8.5011	0	6.832099294	39	J	657573833	-8.7939	-0.296237232	2.4902	21.17	4.5	10	0	1
2003	150	0	1	-15.8237	0	6.771641125	40	J	608521796.8	-14.8149	-0.107325141	7.3844	21.17	4.5	11	0	1
2004	150	0	2	1.8872	0	7.117142484	41	J	627600832	1.5946	-0.586355684	8.2247	29.9	13.23	11	0	0
2005	150	0	3	-18.3009	0	7.117142484	42	J	589704455	-15.6728	-0.122150831	18.2658	29.9	13.23	11	0	1
2000	150	1	2	10.0741	0	7.209738254	42	J	766803706.3	9.645	-0.01153824	11.6321	31.17	14.49	7	0	1
2000	151	0	2	12.7308	0	8.216964282	64	K	989095476.2	11.1239	0.253999072	20.6501	60.81	59.63	13	0	1
2001	151	1	3	11.3126	0	8.216988477	65	K	1092123701	9.938	-0.126735778	27.4825	60.81	59.63	13	0	1
2000	153	0	4	9.0067	0	6.842572177	37	C	634786180.3	8.2102	0.173450462	16.1132	18.88	0.41	7	0	1
2001	153	0	5	4.6446	0	6.835850708	38	C	709481579	4.5071	-0.308697124	24.4304	18.88	0.41	7	0	1
2002	153	0	6	4.7125	0	6.835612667	39	C	684422288.4	4.7178	-0.136340411	18.0515	18.88	0.41	9	0	1
2003	153	1	7	3.1877	0	6.859584368	40	C	736924953.3	3.5829	-0.058264253	21.838	18.88	0.44	10	0	1
2004	153	0	0	1.6514	0	6.85627881	52	C	895922376.5	2.348	-0.327931597	34.0271	18.88	0.44	9	0	1
2005	153	0	1	1.5294	0	6.847838488	53	C	1092666300	2.4708	-0.06771067	45.1264	18.88	0.44	9	0	1
2000	155	0	1	10.4237	0	8.562758676	56	C	1773219083	10.1114	0.248704779	25.8339	72.34	72.22	17	0	1
2001	155	0	2	4.0777	3	8.562760893	57	C	1943286154	4.5709	-0.247894338	28.8543	72.34	72.18	17	0	1
2002	155	0	3	4.3071	3	8.562801747	58	C	1834915784	4.3518	-0.167960147	23.0126	72.34	71.95	16	0	1
2003	155	1	4	5.8163	5	8.562808741	59	C	1884814139	6.0418	-0.073585534	20.6898	72.34	71.88	9	0	1
2000	158	0	1	11.5796	0	8.615973652	55	C	1885159537	9.2549	0.09356659	37.0069	74.29	74.12	7	0	1
2001	158	0	2	6.7989	0	8.616245379	56	C	2057623566	4.8235	-0.238205127	39.3123	74.3	74.12	7	0	1
2002	158	0	3	6.8231	0	8.616245379	57	C	2092744391	7.2666	-0.193100298	38.5052	74.3	74.12	9	0	1
2003	158	0	4	5.377	0	8.471420316	58	C	2548901139	4.4244	-0.200800075	42.5818	69.11	68.95	9	0	1
2004	158	1	5	2.6258	2	8.471420316	59	C	3077026135	3.1621	-0.470456262	52.0288	69.11	68.95	9	0	1
2001	159	0	1	4.3308	0	7.960006476	45	C	1506089855	1.7002	-0.416695492	60.8822	53.43	51.39	8	0	1
2002	159	0	2	0.3126	0	7.960006476	45	C	1589689601	0.0818	-0.229939775	62.3312	53.43	51.39	13	0	0
2003	159	1	3	0.7714	0	7.960006476	47	C	1454005144	-1.6979	-0.265506441	61.8549	53.43	51.39	13	0	0
1999	401	0	6.25	8.0126	0	8.602999498	54	C	2041973225	7.2742	0.166268807	35.8741	73.79	72.49	14	0.000028733	1
2000	401	0	7.25	6.5308	0	8.460071365	55	C	2238243948	6.2241	0.210548684	31.0304	68.71	67.61	14	0.000034498	1
2001	401	0	8.25	7.4198	0	8.459804452	56	C	2845037518	6.4627	-0.095518923	44.4192	68.71	68.46	14	0.000034498	1
2002	401	0	9.25	6.7636	0	8.459820592	58	C	3337154730	6.7229	-0.124021386	52.0543	68.71	68.46	9	0.000034498	1
2003	401	0	10.25	8.9463	0	8.45984584	59	C	4680122507	7.1993	0.134289454	62.1505	68.71	68.34	9	0.000034498	1
2004	401	1	11.25	7.4011	0	8.284163028	60	C	5467524656	5.5614	-0.572419766	58.0587	62.93	62.34	9	0.000041075	1
2000	402	0	0	21.5889	0	8.251963774	45	J	599748761.3	12.2843	0.17129437	64.7973	61.88	59.61	7	0	1
2001	402	0	1	55.1038	0	8.250488481	45	J	1137756500	25.4629	0.062417826	68.6576	61.88	61.56	8	0	1
2002	402	0	2	27.1259	1	7.936913733	46	J	2875889636	11.5464	0.15913122	68.8091	52.86	51.34	8	0	1
2003	402	0	3	20.9779	2	7.936745427	47	J	3624720674	11.1312	0.087274395	69.5309	52.87	51.51	9	0	1
2004	402	0	4	20.2068	2	7.590407732	48	J	5741664756	10.5032	0.296029481	64.7396	44.12	40.05	9	0	1
2005	402	0	5	19.2734	8	7.599520906	49	J	7322379025	9.8093	0.179842778	66.1442	44.12	39.47	9	0	1
1999	402	1	4	7.119	0	8.250164313	47	J	317480080.1	6.4008	2.249782637	45.1456	61.87	61.47	9	0.000063539	1
2002	403	0	1.3	6.7689	1	7.320273588	36	C	1544547579	5.3448	-0.161693526	49.5628	38.11	33.28	11	0	1
2003	403	0	2.3	3.3401	1	7.301293477	38	C	2241030946	3.7577	-0.355987745	62.5027	38.11	33.58	9	0	1
2004	403	1	3.3	-30.4053	1	7.301293477	39	C	2115632484	-8.0646	-0.377847529	71.5387	38.11	33.58	8	0	1
2005	403	0	0	-197.0018	0	7.301293477	33	C	2082555386	-25.5181	-0.523865416	94.5986	38.11	33.58	8	0	1
1999	403	0	1	23.5683	0	7.448190228	58	C	960746691	15.1077	1.155708535	49.8487	41.02	36.15	7	0	1
2000	403	0	2	23.7307	0	7.465546031	59	C	1178575294	14.7293	0.387665985	49.152	41.02	36.15	7	0	1
2001	403	1	3	13.4669	0	7.44298563	60	C	1378647165	9.5262	-0.336205496	50.1087	41.02	36.15	10	0	1
1999	404	0	1.2	7.4177	0	7.849515063	43	C	577692813.1	5.734	0.223815466	20.0244	44.05	19.07	8	0.000041028	1
2000	404	0	2.2	7.2077	0	7.849488157	44	C	699795935.5	6.909	0.104673373	33.2374	44.05	19.07	8	0.000041028	1
2001	404	0	3.2	0.1654	0	7.682818058	45	C	1145606400	0.4059	-0.27485731	43.4125	40.67	17.94	8	0.00004851	1
2002	404	0	4.2	0.1726	0	7.682927831	46	C	1655133995	1.8222	-0.306061336	53.9165	40.67	17.94	8	0.00004851	1
2003	404	0	5.2	-20.581	0	7.682812162	47	C	1614540757	-4.6902	-0.076248216	59.8049	40.67	17.94	9	0.00004851	1
2004	404	1	6.2	1.4643	0	7.682822803	48	C	1743974567	3.0708	-0.407880009	61.9402	40.67	17.94	9	0.00004851	1
2001	407	0	1	6.216	0	6.379560515	36	C	1101770263	4.0742	-0.221835326	45.5242	17.31	2.16	11	0.000072107	1
2002	407	1	2	3.4557	0	6.415142621	37	C	1140257174	4.0239	-0.235085283	48.6198	18.12	2.97	11	0.000072107	0
2000	407	1	1	8.7928	0	6.396131337	46	C	1034388363	6.554	-0.227199848	36.8182	17.31	2.16	11	0	1
1999	407	1	3	15.7981	0	6.58893872	48	C	831467178.6	9.2276	1.551975327	46.3414	24.17	15.77	11	0.000132218	1
2002	408	0	0	2.3473	0	7.155622038	41	C	960379954.1	3.2841	-0.474075132	47.9228	28.41	11.24	9	0	0
2003	408	0	1	1.6263	0	7.156065477	42	C	1169130797	2.0002	-0.179895134	59.2408	28.42	11.25	8	0	0
2004	408	0	2	-8.0083	0	7.156065477	43	C	1075390719	-2.0857	-0.536085114	56.9306	28.42	11.25	7	0	0
2005	408	0	3	-26.1101	0	7.156065477	44	C	1156180721	-6.4007	0.145530535	68.3085	28.42	11.25	7	0	0
2000	408	0	1	6.7505	0	7.599120373	47	C	732385463.2	7.3231	0.468499857	47.4813	32.45	2.5	11	0	1
1999	408	1	4	11.5425	0	8.473376593	47	C	740949165	9.3472	0.707490761	49.6089	69.16	67.74	11	0	1
1999	409	1	1.6	-7.0109	1.5	5.66324898	52	C	263189611.3	-6.5846	0.223589087	7.3231	13.42	4.65	19	0	0
2005	409	0	1	5.7922	0	5.535520813	56	C	222826199.9	2.8366	-0.433156815	46.8488	13.42	8.22	12	0	1
2001	409	0	0.5	-8.9967	0	5.457122057	41	C	266295345	-7.0533	-0.351787697	17.2461	13.42	8.72	9	0	0
2002	409	0	1.5	-27.1799	0	5.535520813	41	C	223393260	-21.1439	-0.419488901	24.9013	13.42	8.22	10	0	0
2003	409	1	2.5	-50.9215	0	5.535520813	42	C	364433307.8	-22.0161	-0.510400564	73.0375	13.42	8.22	13	0	0
2000	409	1	1	2.7527	0	5.457122057	55	C	321769721.9	0.2602	0.058983807	20.9153	13.42	8.72	12	0	0
1999	410	0	5	2.4082	0	7.99477908	57	C	3345798901	1.4751	-0.137773105	71.0622	54.42	52.9	7	8.87E-06	1
2000	410	0	6	1.7089	0	7.994032098	58	C	2864944014	1.2775	0.400431988	66.8924	54.42	53.28	7	9.53E-06	1
2001	410	1	7	1.8497	1	7.993804718	59	C	3832531123	1.0039	-0.230601895	75.5385	54.42	53.66	5	9.53E-06	1
1999	411	0	0.8	-37.8903	0	7.046384319	50	H	430359007.8	-11.7211	0.404902398	69.7725	29.63	19.13	11	0	1
2000	411	1	1.8	-90.4777	0	6.725009632	51	H	292303970.7	-15.5416	-0.099197772	84.1119	18.21	0.2	11	0	1
2001	411	0	0	15.9471	0	6.803922374	49	H	599403730.4	5.5399	0.117757253	84.9676	20	1.99	11	0	1
2002	411	0	1	1.3645	0	6.803922374	50	H	694369493	3.016	-0.249577816	86.8419	20	1.99	8	0	1
2003	411	0	2	7.8813	0	6.517233659	51	H	764833212.6	3.7139	-0.239817046	77.4581	18.01	6.39	9	0	1
2004	411	0	3	0.6052	0	6.517233659	52	H	892653999.8	3.6112	-0.134250473	80.4841	18.01	6.39	8	0	1
2005	411	0	4	7.3325	0	6.517233659	53	H	1010360524	4.2875	-0.175135051	81.2502	18.01	6.39	10	0	1
2001	415	1	1.8	6.6961	0	7.431589444	40	E	928882694.8	3.8906	-0.208486129	47.6175	29.99	1.91	7	0	0
1999	415	0	0.3	23.0308	0	7.145266243	32	E	501376116.3	19.405	0.780172243	22.7413	28.08	11.2	10	0	1
2000	415	1	1.3	11.4496	0	7.43159507	33	E	774442498.5	8.1385	-0.136196459	43.8445	29.99	1.91	11	0	0
2002	415	0	1	0.3288	0	7.431592227	35	E	1135782867	1.8058	-0.387874252	51.5949	29.99	1.91	5	0	0
2003	415	1	2	-21.2723	0	7.431587904	36	E	1434954853	-5.4912	-0.236885726	65.2569	29.99	1.91	7	0	0
2004	415	0	0.5	2.6006	0	7.43159809	41	E	991693205.9	4.1226	-0.431930797	53.1511	29.99	1.91	7	0	0
2005	415	1	1.5	0.4292	0	7.43199796	42	E	1034787171	3.0699	0.520126905	54.7908	29.99	1.91	7	0	0
2001	416	0	0	16.0222	0	6.787353994	47	C	494267201.8	24.5791	0.893879183	32.5333	29.73	28.81	8	0	1
2002	416	0	1	54.3833	0	6.538546398	47	C	696113752.9	37.4219	0.680176097	44.9503	25.71	20.71	6	0	0
2003	416	0	2	35.5942	0	6.811412536	48	C	700846961.9	25.7189	-0.366303629	19.935	29.97	27.55	8	0	0
2004	416	0	3	22.9244	0	6.809578013	50	C	893418386	19.2639	-0.133980421	20.1793	29.97	27.55	6	0	0
2005	416	0	4	7.7975	0	6.779104756	51	C	1208937738	11.7797	-0.654611506	25.4805	29.39	26.74	8	0	0
2000	416	1	1	-10.1202	0	6.786687605	50	C	381474800.9	-4.5797	0.158119182	41.1032	29.73	28.81	11	0	1
1999	416	1	3	-15.1281	0	6.786437453	60	C	435407801.3	-7.9379	0.853788247	42.8898	29.73	28.81	9	0	1
1999	417	1	3	10.4761	1	7.971466758	64	H	751736317.7	7.0691	0.791288301	35.0748	53.56	49.03	9	0.000022413	1
1999	420	0	0	10.6764	0	7.563617432	63	C	1431184235	8.5133	0.204714351	36.7923	43.81	41.96	11	0.00003849	1
2000	420	0	1	4.6263	0	7.327834873	64	C	2123121461	3.7343	0.122082168	44.1467	38.94	37.32	11	0.000043819	1
2001	420	1	2	-8.7454	0	7.327834873	65	C	2065078229	-3.7579	-0.310116001	47.9734	38.94	37.32	8	0.000043819	1
2002	420	0	0	0.7733	0	7.327834873	42	C	1981223323	2.1557	-0.136456343	45.786	38.94	37.32	11	0	1
2003	420	0	1	4.8366	0	7.327834873	43	C	2074360074	4.2421	0.153711143	45.625	38.94	37.32	11	0	1
2004	420	0	2	6.236	1	7.327834873	43	C	2105998890	5.3641	-0.502176501	44.8152	38.94	37.32	11	0	1
2005	420	0	3	2.6628	1	7.327834873	45	C	2105242646	3.4303	-0.1121587	43.2248	38.94	37.32	11	0	1
2002	421	1	1	6.7943	0	6.784542353	55	K	852880932.2	5.4647	-0.31338979	48.9186	28.56	22.75	13	0	1
2003	421	0	1	7.2097	0	6.784305354	48	K	1104451990	5.4363	-0.057616083	54.6636	28.56	22.75	9	0	1
2004	421	0	2	3.2697	0	6.789233421	49	K	2192718864	2.5781	-0.322267303	75.3182	28.56	22.75	9	0	1
2005	421	1	3	-29.4072	0	6.789233421	50	K	2346175613	-3.1308	-0.099447733	82.5804	28.56	22.75	9	0	1
1999	421	0	2	7.7689	0	6.778337813	43	K	695974324.3	5.6646	0.308812206	40.5749	28.56	22.75	11	0	1
2000	421	0	3	6.4901	0	6.783671573	45	K	824670102.1	5.3442	0.17021666	48.6699	28.56	22.75	13	0	1
2001	421	1	4	6.4619	0	6.784305354	46	K	946911228.3	4.5951	-0.162859378	55.3054	28.56	22.75	13	0	1
1999	422	0	0	13.323	0	7.002094624	55	C	847255781.1	13.9976	0.034305881	30.1083	32.06	25.48	11	0	1
2000	422	1	1	6.446	0	7.002094624	56	C	1031462675	5.0459	0.083499319	38.7662	32.06	25.48	11	0	1
1999	423	0	0	12.1133	0	6.777325813	58	C	535212776.8	12.9325	0.220973305	29.5149	29.62	29.25	9	0.000176325	1
2000	423	0	1	15.2947	0	6.777753649	59	C	871023250.1	15.2548	0.578643865	16.5298	29.62	29.02	9	0.00017632	1
2001	423	0	2	14.682	0	6.779190049	60	C	985912558.5	12.2445	-0.053006774	22.0619	29.62	28.52	11	0.000176318	1
2002	423	0	3	11.1836	0	6.780977827	61	C	982280276.9	13.9827	-0.161191239	19.2346	29.62	28.15	11	0.000176318	1
2003	423	0	4	11.609	3	6.780636879	62	C	1019415113	14.1259	-0.000616985	11.9486	29.62	28.09	11	0.000176318	1
2004	423	0	5	13.9565	14	6.790472306	63	C	1153180043	17.4226	0.364717185	11.3971	29.62	27.66	10	0.000176318	1
2005	423	1	6	10.871	15	6.800558746	64	C	1251700071	13.8297	-0.079781039	16.1849	29.62	26.68	13	0.000176318	1
2003	429	0	0	5.029	0	7.284512017	38	F	6663419082	7.4291	-0.106835572	36.1891	37.77	32.59	11	0.000014637	1
2004	429	0	1	6.4616	0	7.284898344	40	F	6807621821	8.4288	0.179657837	35.8942	37.77	32.59	11	0.000014637	1
2005	429	0	2	8.8044	1	7.285001555	41	F	6801082457	10.1256	-0.079221569	37.5266	37.77	32.59	11	0.000014637	1
1999	429	1	2	12.4275	0	7.481812345	51	F	3056506789	12.4178	2.073207294	16.6306	39.01	23.78	11	0	1
2000	429	0	0	4.2833	0	7.397949696	57	F	3791087549	5.352	-0.260025896	11.1646	37.77	24	11	0	1
2001	429	0	1	4.6947	0	7.284512017	58	F	5775201427	6.8167	-0.304999754	31.9857	37.77	32.59	10	0.000018296	1
2002	429	1	2	4.5785	0	7.284512017	59	F	6140580965	7.1482	-0.020468275	33.0518	37.77	32.59	11	0.000018296	1
1999	430	1	1	0.7144	0	6.990320587	37	K	325334406.8	2.1304	0.152918314	33.4757	30.83	22.5	13	0	0
2001	430	1	1	11.5673	0	6.990320587	47	K	352486489.1	5.2574	-0.079173592	35.329	30.83	22.5	13	0	0
2002	430	0	0.5	8.832	0	6.990320587	44	K	375352295.8	8.0138	-0.299072153	39.8286	30.83	22.5	14	0	0
2003	430	1	1.5	7.4559	0	6.990320587	45	K	420197142.5	6.7441	-0.145420737	41.2117	30.83	22.5	9	0	0
2000	430	1	1	-66.5572	0	6.990320587	37	K	389930086.9	-25.1747	0.089031698	70.9516	30.83	22.5	13	0	0
2000	488	1	4	11.0026	3	6.929626452	67	C	5384263585	10.8959	-0.106025788	36.173	31.4	25.51	9	0.000154652	1
2003	498	0	0	11.2443	0	7.900922271	32	C	1909603397	5.0408	0.347222982	74.673	51.92	50.05	9	0	0
2004	498	0	1	9.4639	0	7.900922271	33	C	2169289739	4.1328	-0.561067249	75.4045	51.92	50.05	9	0	0
2005	498	0	2	-38.8241	0	7.900922271	34	C	2110634120	-6.0856	-0.405315411	81.0241	51.92	50.05	9	0	0
1999	498	0	2	5.1139	0	7.900922271	38	C	1208337267	5.2777	-0.443062668	40.7135	51.92	50.05	7	0.000097436	1
2000	498	0	3	0.9839	0	7.900922271	39	C	1532828642	1.4906	0.614510296	52.7328	51.92	50.05	9	0.000097436	1
2001	498	0	4	-14.171	0	7.90098257	40	C	1589522923	-4.0695	-0.350310736	67.3894	51.92	50.05	9	0.000097436	1
2002	498	1	5	-21.1293	0	7.901100048	41	C	1683881866	-3.4032	-0.322934822	74.2359	51.92	50.05	9	0.000097436	1
2003	502	0	0	16.3218	0	6.918734387	40	J	475752023.8	10.3209	-0.325249568	50.7511	26.89	10.54	9	0	0
2004	502	0	1	10.8604	0	6.918734387	41	J	540334137.9	9.1227	-0.576906312	51.0067	26.89	10.54	8	0	0
2005	502	0	2	2.1359	0	6.918734387	42	J	536637072.6	2.659	-0.142956172	50.1162	26.89	10.54	9	0	0
2002	502	1	0.7	1.3783	0	6.92002885	52	J	363760538.8	1.1888	0.413353583	47.6069	26.89	10.5	9	0	0
2001	504	0	0	1.5985	0	7.374128388	41	L	600982752.9	4.6331	-0.470869969	46.3729	29	2.21	7	0	1
2002	504	0	1	8.184	0	7.374128388	42	L	620071933.9	6.3552	-0.196213153	37.5398	29	2.21	9	0	1
2003	504	0	2	7.8998	0	7.373926637	43	L	595751055.5	7.2461	-0.059853636	28.9132	29	2.21	11	0	1
2004	504	0	3	6.9403	0	7.373926637	44	L	603884799.7	6.5459	-0.398987673	26.5	29	2.21	11	0	1
2005	504	0	4	2.1808	3	7.373926637	45	L	648022899.4	2.0182	-0.126515112	31.1972	29	2.21	11	0	1
1999	505	0	0	6.7728	0	6.886654924	33	J	899242971.8	2.5342	0.75496836	55.9263	29.82	23.61	9	0	1
2000	505	0	1	14.5894	0	6.886654924	34	J	804014293.6	8.5594	0.037913938	42.28	29.82	23.61	9	0	1
2001	505	0	2	-8.9475	0	6.840678606	35	J	716629413.1	-4.8523	-0.363071094	44.2334	29.82	25.32	7	0.00001324	1
2002	505	0	3	-43.0179	0	6.840678606	36	J	663838275.6	-18.1578	-0.375412447	61.7135	29.82	25.32	9	0.000066199	1
2003	505	0	4	0.6488	0	6.840678606	37	J	699838932.2	2.5319	-0.179917889	63.2561	29.82	25.32	9	0.000066199	1
2004	505	0	5	-50.699	0	6.840678606	38	J	664279667.2	-13.1656	-0.596299814	75.2292	29.82	25.32	9	0.000066199	1
2005	505	0	6	-69.7187	0	6.840678606	39	J	850866853.3	-9.1213	0.138952705	90.8302	29.82	25.32	9	0.000066199	1
2001	506	1	1.3	9.1863	1.5	5.915998808	38	C	695118176.2	7.1854	-0.162153884	51.8193	18.06	12.03	8	0	1
2002	506	0	0	5.9012	0	5.932852165	37	C	682986066	6.4592	-0.164085332	54.8006	18.06	12.04	10	0	1
2004	506	0	2	-12.2988	0	5.932852165	39	C	948323161.4	-3.328	-0.71968971	54.2706	18.06	12.04	9	0	1
2005	506	0	3	-47.5756	0	5.932852165	40	C	788430068.8	-14.7625	-0.250076766	64.1062	18.06	12.04	11	0	0
2003	509	1	1	2.623	0	6.520343328	33	A	1080668916	2.9452	-0.196229034	62.6514	22.53	12.75	14	0	0
1999	509	0	0	8.0114	1	6.317433965	33	A	616456238.6	7.573	1.406203014	38.0791	20.91	11.63	13	0	0
2000	509	0	1	8.5258	1	6.322656439	34	A	686734973.7	7.5174	-0.269384346	45.131	20.91	11.63	13	0	0
2001	509	0	2	3.6585	1	6.241447673	36	A	1160986651	5.0038	-0.325321809	36.6666	18	7.94	12	0	0
2003	510	0	2	12.7239	2	6.037460812	60	C	2771637056	7.095	-0.002587619	64.426	14.64	1.3	9	0	0
2004	510	0	3	12.9001	2	6.028326953	61	C	3092010497	7.1059	-0.429229668	63.6931	14.64	1.3	10	0	0
2005	510	0	4	7.7128	2	6.028326953	62	C	3215222792	6.3322	-0.133979558	65.7807	14.64	1.3	10	0	0
1999	511	0	1.4	14.1062	1	7.173491544	45	J	274828847.5	10.2122	0.288217854	35.4814	35.9	32.77	7	0	0
2000	511	0	2.4	8.8494	1	6.607102381	46	J	1417785859	8.2627	0.574124279	37.2437	25.92	21.2	7	0	0
2001	511	1	3.4	10.3531	1	6.608140427	47	J	1841837565	6.963	-0.2200624	47.1128	25.92	21.13	6	0	0
2002	511	0	0	4.9065	0	6.524483908	53	J	1863981243	3.7499	-0.336255203	44.1729	25.92	23.33	7	0	0
2003	511	0	1	1.5359	0	6.547006764	54	J	2317110092	1.6614	0.042090081	54.2372	25.92	22.47	7	0	0
2004	511	0	2	7.8287	0	6.531411013	55	J	2352539978	5.7279	-0.343384495	51.4299	25.92	22.47	7	0	0
2005	511	0	3	3.9887	0	6.538566361	56	J	2929183230	2.7504	0.246509589	56.1334	25.92	22.47	7	0	0
1999	513	0	1.5	0.1716	0	5.512865281	55	C	1557847725	1.5755	0.419779448	37.4845	12.72	6.55	7	0	1
2000	513	0	2.5	1.1415	0	5.512865281	56	C	1588290694	2.6589	0.504484074	36.5951	12.72	6.55	7	0	1
2001	513	1	3.5	5.4924	0	5.505428686	58	C	1676191321	6.5219	-0.117837739	38.1443	12.72	5.41	6	0	1
2002	513	0	0	6.6306	0	5.872993181	40	C	1856439162	7.3133	-0.099430241	39.1638	12.72	2.18	11	0	0
2003	513	0	1	9.248	1	6.009661474	41	C	2129252681	8.0298	-0.131855882	44.8371	12.72	1.52	15	0	0
2004	513	0	2	11.3592	8	6.013018092	42	C	2201892850	7.5381	-0.149695382	46.7764	12.72	1.52	15	0	0
2005	513	0	3	9.2054	11	5.698238468	43	C	2163635210	6.7936	-0.269031652	42.7613	12.72	2.17	9	0	0
1999	514	0	1	6.0174	0	7.958091017	51	J	502159437.6	4.8064	0.473505541	63.8925	52.29	43.4	7	0.000245527	1
2000	514	1	2	0.2874	0	7.930428844	52	J	497659239.5	2.2356	0.002306018	63.4041	52.29	46.21	6	0.000245527	1
2004	514	1	1	19.0225	0	7.9258995	52	J	360502597	7.2984	-0.531464495	51.7111	52.29	47.61	9	0	1
2001	514	0	1	-98.6266	0	7.925329081	43	J	336242115.3	-21.5519	-0.381710937	91.5792	52.29	47.61	7	0	1
2002	514	0	2	11.7554	0	7.925329081	44	J	171274044.8	5.9408	-0.114348698	29.7417	52.29	47.61	7	0	1
2003	514	1	3	13.2662	0	7.926288109	45	J	543518492.3	5.1078	-0.157754617	73.6466	52.29	47.61	9	0	1
1999	518	0	1.3	29.6565	0	6.088067073	47	C	216714913.8	20.6996	0.913837031	27.6318	20	15.05	6	0	0
2000	518	0	2.3	29.3177	0	6.119012858	48	C	274672391.5	23.5705	0.468780126	25.4263	20	15.05	6	0	0
2001	518	1	3.3	12.8928	0	5.54629713	49	C	1081943703	14.3453	0.326010306	9.1412	14.96	11.23	7	0	0
2002	518	0	1.2	8.4047	0	5.538465517	52	C	1144995859	10.1265	0.086814817	7.1961	14.96	11.23	9	0	0
2003	518	0	2.2	6.4124	0	5.537735368	53	C	1230231647	7.9788	-0.066110473	10.9356	14.96	11.23	10	0	0
2004	518	1	3.2	1.0224	0	5.537735368	54	C	1389260014	1.278	-0.579899892	20.3297	14.96	11.23	10	0	0
2002	519	0	1.25	2.4866	0	6.967355188	41	C	457717251.8	2.6151	-0.007223009	31.5072	27.35	9.86	9	0	1
2003	519	0	2.25	2.341	0	6.967355188	42	C	519271753.3	2.1225	-0.373083841	34.3985	27.35	9.86	8	0	1
2004	519	1	3.25	-4.7951	0	6.967355188	43	C	480164210.4	-2.3371	-0.07636169	31.1748	27.35	9.86	9	0	1
1999	519	0	1	9.0542	1	7.084477774	42	C	366735651.8	6.8204	1.794457313	47.1906	29	10.46	9	0	1
2000	519	0	2	13.1458	1	7.084477774	43	C	397504771.3	9.3097	0.044379239	47.3268	29	10.46	9	0	1
2001	519	1	3	5.9868	1	6.967355188	44	C	474382493.3	5.7529	-0.318631336	32.6467	27.35	9.86	7	0	1
2004	523	0	0	0.7738	1	8.152732042	42	C	566166783.5	0.4393	-0.448479004	30.2294	58.93	58.7	7	0	1
2005	523	0	1	3.2162	1	7.632467694	43	C	620397161.2	2.336	0.941659595	32.6181	45.43	45.08	7	0	1
2003	523	1	1	0.5676	0	8.1527192	55	C	566197503.4	0.1862	-0.222671413	30.9554	58.93	58.77	7	0	1
2000	523	0	1.4	0.4509	0	8.152894518	52	C	649289756.1	0.86	0.377762515	21.7193	58.93	58.2	7	0	1
2001	523	0	2.4	0.8963	0	8.1527395	53	C	747818045	1.2123	-0.225347722	32.4837	58.93	58.67	9	0	1
2002	523	1	3.4	-25.9226	0	8.152724901	54	C	551334947.8	-18.058	-0.256778168	29.5068	58.93	58.78	7	0	1
1999	523	1	0.6	3.7424	0	8.152762391	47	C	702147302.6	3.7411	0.439088068	18.7349	58.93	58.67	9	0	1
2004	524	1	1	6.4878	0	7.781854287	54	K	764285159.9	4.7412	-0.351673999	28.5707	45.67	28.04	9	0	1
1999	524	0	4	3.1562	0	7.781823494	55	K	770847348.7	3.5693	0.513465303	2.1104	45.67	28.04	11	0.000048822	1
2000	524	1	5	2.8289	0	7.78184273	56	K	801668798.2	3.0645	0.159920712	13.9899	45.67	28.04	11	0.000048822	1
2001	524	0	1	-15.3345	0	7.781811185	47	K	665709051.2	-12.8142	-0.157008745	11.3054	45.67	28.04	10	0	1
2002	524	0	2	1.4539	0	7.781835511	48	K	676303535.8	0.9927	-0.36201512	11.1927	45.67	28.04	12	0	1
2003	524	1	3	-16.3695	0	7.781804843	49	K	788341903.2	-12.3075	-0.146290178	35.2247	45.67	28.04	9	0	1
2003	526	0	1	0.3108	0	6.585868023	43	M	208295652	1.1303	-0.263720962	19.709	20.14	6.7	8	0	0
2004	526	1	2	-2.4997	0	6.327968748	44	M	201933702.1	-4.3051	-0.392044264	22.6017	14.57	1.13	7	0	0
1999	531	1	6	12.5967	0	7.425061121	60	D	1492291916	10.5473	1.466652135	50.4653	36.01	17.3	13	0.000072384	1
2001	531	0	0.7	11.3208	0	7.420692432	56	D	1606788739	10.339	-0.215309071	43.9165	36.01	17.3	7	0	1
2002	531	0	1.7	12.8041	0	7.421184949	57	D	1948562795	12.0489	-0.093756889	52.2047	36.01	17.3	9	0	1
2003	531	0	2.7	20.5981	0	7.420692192	58	D	2357219867	15.2178	0.323651112	53.1077	36.01	17.3	10	0	1
